exchange,type,table,base,quote,usd_volume
Binance,spot,binance_trump_usdt_1m,trump,usdt,33478787.015995
Binance,spot,binance_trump_usdc_1m,trump,usdc,1972127.5709050004
Binance,spot,binance_anime_usdt_1m,anime,usdt,1409226.0765554998
Binance,spot,binance_anime_usdc_1m,anime,usdc,71565.2720305
Binance,spot,binance_bera_usdt_1m,bera,usdt,5943916.612174001
Binance,spot,binance_bera_usdc_1m,bera,usdc,964254.637443
Binance,spot,binance_1000cheems_usdt_1m,1000cheems,usdt,2080573.5044270002
Binance,spot,binance_1000cheems_usdc_1m,1000cheems,usdc,95348.324104
Binance,spot,binance_tst_usdt_1m,tst,usdt,3177773.7867395
Binance,spot,binance_layer_usdt_1m,layer,usdt,1646834.0625395002
Binance,spot,binance_trump_eur_1m,trump,eur,19532.774134999996
Binance,spot,binance_hei_usdt_1m,hei,usdt,1516689.69887
Binance,spot,binance_kaito_usdt_1m,kaito,usdt,2412319.7133500003
Binance,spot,binance_kaito_usdc_1m,kaito,usdc,234855.67708499997
Binance,spot,binance_shell_usdt_1m,shell,usdt,908127.72982
Binance,spot,binance_shell_usdc_1m,shell,usdc,62129.69003
Binance,spot,binance_red_usdt_1m,red,usdt,795311.6157600002
Binance,spot,binance_gps_usdt_1m,gps,usdt,1082987.1787485
Binance,spot,binance_gps_usdc_1m,gps,usdc,69167.5646905
Binance,spot,binance_red_usdc_1m,red,usdc,36940.96399999999
Binance,spot,binance_pundix_usdc_1m,pundix,usdc,8537.008755
Binance,spot,binance_nxpc_usdt_1m,nxpc,usdt,1293505.10021
Binance,spot,binance_nxpc_usdc_1m,nxpc,usdc,65336.745109999996
Binance,spot,binance_awe_usdt_1m,awe,usdt,544782.4068649999
Binance,spot,binance_haedal_usdt_1m,haedal,usdt,950788.32941
Binance,spot,binance_haedal_usdc_1m,haedal,usdc,107324.508395
Binance,spot,binance_usd1_usdt_1m,usd1,usdt,19607649.665899996
Binance,spot,binance_huma_usdt_1m,huma,usdt,1117159.2740650002
Binance,spot,binance_huma_usdc_1m,huma,usdc,159629.47074499997
Binance,spot,binance_a_usdc_1m,a,usdc,129385.18355000002
Binance,spot,binance_a_usdt_1m,a,usdt,3250357.93446
Binance,spot,binance_soph_usdt_1m,soph,usdt,728306.616215
Binance,spot,binance_resolv_usdt_1m,resolv,usdt,767470.2994049999
Binance,spot,binance_resolv_usdc_1m,resolv,usdc,102951.04147499999
Binance,spot,binance_home_usdt_1m,home,usdt,747930.66064
Binance,spot,binance_home_usdc_1m,home,usdc,182932.60963000002
Binance,spot,binance_flux_usdc_1m,flux,usdc,92073.01033100001
Binance,spot,binance_mask_usdc_1m,mask,usdc,38428.130399999995
Binance,spot,binance_sushi_usdc_1m,sushi,usdc,214839.18277
Binance,spot,binance_spk_usdt_1m,spk,usdt,1897294.767466
Binance,spot,binance_spk_usdc_1m,spk,usdc,256853.9972355
Binance,spot,binance_newt_usdt_1m,newt,usdt,700441.9193149998
Binance,spot,binance_newt_usdc_1m,newt,usdc,76170.099275
Binance,spot,binance_sahara_usdt_1m,sahara,usdt,2336864.186555
Binance,spot,binance_sahara_usdc_1m,sahara,usdc,152184.00253500004
Binance,spot,binance_euri_usdc_1m,euri,usdc,1642182.27512
Binance,spot,binance_enj_usdc_1m,enj,usdc,174389.325505
Binance,spot,binance_syn_usdc_1m,syn,usdc,39256.14086
Binance,spot,binance_vana_usdc_1m,vana,usdc,23847.942264999998
Binance,spot,binance_sxt_usdc_1m,sxt,usdc,121181.93286999999
Binance,spot,binance_sto_usdt_1m,sto,usdt,5361295.510839999
Binance,spot,binance_rpl_usdc_1m,rpl,usdc,63179.357599999996
Binance,spot,binance_form_usdc_1m,form,usdc,629872.3490950001
Binance,spot,binance_beamx_usdc_1m,beamx,usdc,283603.139545
Binance,spot,binance_nil_usdt_1m,nil,usdt,2428209.8153399997
Binance,spot,binance_parti_usdc_1m,parti,usdc,99288.96273500001
Binance,spot,binance_mubarak_usdt_1m,mubarak,usdt,2294625.1955734994
Binance,spot,binance_virtual_usdt_1m,virtual,usdt,6176494.714695
Binance,spot,binance_sign_usdt_1m,sign,usdt,1812999.6471050002
Binance,spot,binance_link_usdt_1m,link,usdt,107043549.5038
Binance,spot,binance_0g_usdt_1m,0g,usdt,3270083.50829
Binance,spot,binance_theta_usdt_1m,theta,usdt,4810934.746049999
Binance,spot,binance_la_usdt_1m,la,usdt,1465519.41752
Binance,spot,binance_algo_usdc_1m,algo,usdc,3821989.1797
Binance,spot,binance_ont_usdt_1m,ont,usdt,1096420.823298
Binance,spot,binance_etc_usdt_1m,etc,usdt,19596381.4635
Binance,spot,binance_eth_eur_1m,eth,eur,24867150.443056498
Binance,spot,binance_btc_usdc_1m,btc,usdc,534332850.9824082
Binance,spot,binance_trx_usdc_1m,trx,usdc,3213865.2197050005
Binance,spot,binance_zrx_usdt_1m,zrx,usdt,978108.55205
Binance,spot,binance_data_usdt_1m,data,usdt,300263.7974705
Binance,spot,binance_celr_usdt_1m,celr,usdt,865564.2155279999
Binance,spot,binance_ardr_usdt_1m,ardr,usdt,177901.42248999997
Binance,spot,binance_ada_usdt_1m,ada,usdt,116847115.55838001
Binance,spot,binance_la_usdc_1m,la,usdc,99816.39315999999
Binance,spot,binance_tfuel_usdt_1m,tfuel,usdt,451575.80866999994
Binance,spot,binance_sxp_usdt_1m,sxp,usdt,663999.8771099999
Binance,spot,binance_nmr_usdt_1m,nmr,usdt,1457890.8730500003
Binance,spot,binance_rsr_usdt_1m,rsr,usdt,2552719.5878512496
Binance,spot,binance_dia_usdt_1m,dia,usdt,759148.0108800001
Binance,spot,binance_ankr_usdt_1m,ankr,usdt,1441165.2307605
Binance,spot,binance_link_usdc_1m,link,usdc,36330907.91125
Binance,spot,binance_wan_usdt_1m,wan,usdt,240304.2662
Binance,spot,binance_chz_usdt_1m,chz,usdt,3711886.3602249995
Binance,spot,binance_aave_usdt_1m,aave,usdt,27717452.875405002
Binance,spot,binance_iost_usdt_1m,iost,usdt,745852.7236890002
Binance,spot,binance_link_eur_1m,link,eur,923442.1173500001
Binance,spot,binance_dot_eur_1m,dot,eur,801967.98166
Binance,spot,binance_arpa_usdt_1m,arpa,usdt,613821.0371625001
Binance,spot,binance_juv_usdt_1m,juv,usdt,1086876.7758199999
Binance,spot,binance_xrp_eur_1m,xrp,eur,16948255.613605
Binance,spot,binance_grt_eur_1m,grt,eur,104707.17755
Binance,spot,binance_lsk_usdt_1m,lsk,usdt,684730.05495
Binance,spot,binance_dodo_usdt_1m,dodo,usdt,1177373.22592
Binance,spot,binance_acm_usdt_1m,acm,usdt,572074.87565
Binance,spot,binance_perp_usdt_1m,perp,usdt,413736.44796600007
Binance,spot,binance_doge_usdt_1m,doge,usdt,282177959.28945
Binance,spot,binance_knc_usdt_1m,knc,usdt,694033.184125
Binance,spot,binance_lrc_usdt_1m,lrc,usdt,1436199.0444999996
Binance,spot,binance_dent_usdt_1m,dent,usdt,715678.0531295
Binance,spot,binance_fun_usdt_1m,fun,usdt,743947.0929640001
Binance,spot,binance_dgb_usdt_1m,dgb,usdt,524417.445659
Binance,spot,binance_xvg_usdt_1m,xvg,usdt,2860941.6194529994
Binance,spot,binance_dcr_usdt_1m,dcr,usdt,487954.55271499994
Binance,spot,binance_xtz_usdt_1m,xtz,usdt,1518512.4526699998
Binance,spot,binance_yfi_usdt_1m,yfi,usdt,1553911.3408249998
Binance,spot,binance_crv_usdt_1m,crv,usdt,14560392.373945
Binance,spot,binance_paxg_usdt_1m,paxg,usdt,18222337.397723
Binance,spot,binance_mbox_usdt_1m,mbox,usdt,1532681.8986399998
Binance,spot,binance_gno_usdt_1m,gno,usdt,328899.54923
Binance,spot,binance_idex_usdt_1m,idex,usdt,418142.2632995
Binance,spot,binance_ilv_usdt_1m,ilv,usdt,1118550.2304749999
Binance,spot,binance_oxt_usdt_1m,oxt,usdt,543776.61065
Binance,spot,binance_flm_usdt_1m,flm,usdt,567754.3433
Binance,spot,binance_rad_usdt_1m,rad,usdt,505069.57495000015
Binance,spot,binance_adx_usdt_1m,adx,usdt,582447.05275
Binance,spot,binance_xvs_usdt_1m,xvs,usdt,1435277.0801
Binance,spot,binance_fil_usdt_1m,fil,usdt,26084218.607415
Binance,spot,binance_voxel_usdt_1m,voxel,usdt,644360.2192050001
Binance,spot,binance_audio_usdt_1m,audio,usdt,852176.26229
Binance,spot,binance_axs_usdt_1m,axs,usdt,2414734.796225
Binance,spot,binance_cvx_usdt_1m,cvx,usdt,2540486.385254
Binance,spot,binance_comp_usdt_1m,comp,usdt,2649686.2921700003
Binance,spot,binance_city_usdt_1m,city,usdt,671807.0818699999
Binance,spot,binance_xlm_eur_1m,xlm,eur,273599.0895
Binance,spot,binance_asr_usdt_1m,asr,usdt,959633.5452500001
Binance,spot,binance_op_eur_1m,op,eur,127259.951353
Binance,spot,binance_ckb_usdt_1m,ckb,usdt,2109421.9593220004
Binance,spot,binance_sfp_usdt_1m,sfp,usdt,855603.6943999998
Binance,spot,binance_lunc_usdt_1m,lunc,usdt,3300662.7731113667
Binance,spot,binance_gmx_usdt_1m,gmx,usdt,1189606.497715
Binance,spot,binance_osmo_usdt_1m,osmo,usdt,1302564.7259954999
Binance,spot,binance_cake_usdt_1m,cake,usdt,27288334.34015
Binance,spot,binance_hook_usdt_1m,hook,usdt,1773647.5510100003
Binance,spot,binance_syn_usdt_1m,syn,usdt,449149.57116999995
Binance,spot,binance_id_usdt_1m,id,usdt,1126159.8099
Binance,spot,binance_dego_usdt_1m,dego,usdt,4523050.997225
Binance,spot,binance_avax_eur_1m,avax,eur,595152.9534600001
Binance,spot,binance_alice_usdt_1m,alice,usdt,2189863.076719
Binance,spot,binance_vet_eur_1m,vet,eur,185909.85456795
Binance,spot,binance_slp_usdt_1m,slp,usdt,1413544.7956450002
Binance,spot,binance_trx_eur_1m,trx,eur,1872239.3212
Binance,spot,binance_meme_usdt_1m,meme,usdt,3174906.2312575006
Binance,spot,binance_beamx_usdt_1m,beamx,usdt,2147827.1667315
Binance,spot,binance_ar_usdt_1m,ar,usdt,6651948.516399999
Binance,spot,binance_aeur_usdt_1m,aeur,usdt,14520.12622
Binance,spot,binance_pixel_usdt_1m,pixel,usdt,1164417.069417
Binance,spot,binance_pepe_usdc_1m,pepe,usdc,20325605.24755184
Binance,spot,binance_rune_usdc_1m,rune,usdc,2102605.08795
Binance,spot,binance_io_usdc_1m,io,usdc,319426.88101000007
Binance,spot,binance_ada_eur_1m,ada,eur,3080522.869935
Binance,spot,binance_dexe_usdt_1m,dexe,usdt,3227696.5137649993
Binance,spot,binance_dydx_usdt_1m,dydx,usdt,5404488.769166499
Binance,spot,binance_super_usdt_1m,super,usdt,1576215.3393500003
Binance,spot,binance_agld_usdt_1m,agld,usdt,1156000.52685
Binance,spot,binance_auction_usdt_1m,auction,usdt,2462470.0541499997
Binance,spot,binance_porto_usdt_1m,porto,usdt,780423.9744449998
Binance,spot,binance_alcx_usdt_1m,alcx,usdt,424132.18627600005
Binance,spot,binance_flux_usdt_1m,flux,usdt,888804.9059715
Binance,spot,binance_sol_eur_1m,sol,eur,10337835.518319998
Binance,spot,binance_spell_usdt_1m,spell,usdt,644680.5134129999
Binance,spot,binance_joe_usdt_1m,joe,usdt,726292.5167190001
Binance,spot,binance_scrt_usdt_1m,scrt,usdt,1154457.1081450002
Binance,spot,binance_rei_usdt_1m,rei,usdt,311426.632735
Binance,spot,binance_me_usdt_1m,me,usdt,947980.2085399999
Binance,spot,binance_xai_usdc_1m,xai,usdc,70953.93628499999
Binance,spot,binance_axs_usdc_1m,axs,usdc,174763.06769000003
Binance,spot,binance_solv_usdt_1m,solv,usdt,7092105.818385
Binance,spot,binance_tst_usdc_1m,tst,usdc,332776.71691700007
Binance,spot,binance_cake_usdc_1m,cake,usdc,2685312.665865
Binance,spot,binance_hei_usdc_1m,hei,usdc,149829.568595
Binance,spot,binance_comp_usdc_1m,comp,usdc,243069.75197500005
Binance,spot,binance_era_usdt_1m,era,usdt,1321810.0335900001
Binance,spot,binance_era_usdc_1m,era,usdc,96711.2613
Binance,spot,binance_c_usdt_1m,c,usdt,1109457.538295
Binance,spot,binance_c_usdc_1m,c,usdc,67342.07779500002
Binance,spot,binance_apt_usdt_1m,apt,usdt,18707949.5182
Binance,spot,binance_rpl_usdt_1m,rpl,usdt,697640.4924999998
Binance,spot,binance_wld_usdt_1m,wld,usdt,57212439.19685
Binance,spot,binance_grt_usdc_1m,grt,usdc,189008.14890000003
Binance,spot,binance_rose_usdc_1m,rose,usdc,640133.4046874999
Binance,spot,binance_tia_usdc_1m,tia,usdc,1957774.778295
Binance,spot,binance_cvx_usdc_1m,cvx,usdc,346814.686919
Binance,spot,binance_fun_usdc_1m,fun,usdc,14428.3527085
Binance,spot,binance_lista_usdc_1m,lista,usdc,162600.79429999998
Binance,spot,binance_tree_usdt_1m,tree,usdt,1156346.2543600001
Binance,spot,binance_uni_usdc_1m,uni,usdc,3747455.2775
Binance,spot,binance_tree_usdc_1m,tree,usdc,305258.46755500004
Binance,spot,binance_a2z_usdt_1m,a2z,usdt,707154.2336385
Binance,spot,binance_towns_usdt_1m,towns,usdt,646409.3985199999
Binance,spot,binance_towns_usdc_1m,towns,usdc,92187.17598999999
Binance,spot,binance_bome_usdt_1m,bome,usdt,5902966.735247999
Binance,spot,binance_prove_usdt_1m,prove,usdt,1211724.9000749998
Binance,spot,binance_prove_usdc_1m,prove,usdc,153814.59532000002
Binance,spot,binance_rez_usdc_1m,rez,usdc,186071.52112600004
Binance,spot,binance_ilv_usdc_1m,ilv,usdc,57881.41944500001
Binance,spot,binance_magic_usdc_1m,magic,usdc,24425.573234999996
Binance,spot,binance_bfusd_usdt_1m,bfusd,usdt,9721302.0896
Binance,spot,binance_plume_usdt_1m,plume,usdt,3260333.05208
Binance,spot,binance_plume_usdc_1m,plume,usdc,275682.56904
Binance,spot,binance_cyber_usdc_1m,cyber,usdc,86889.03258999999
Binance,spot,binance_mav_usdc_1m,mav,usdc,30331.248725
Binance,spot,binance_skl_usdc_1m,skl,usdc,54963.46285999999
Binance,spot,binance_rare_usdc_1m,rare,usdc,136568.25606999997
Binance,spot,binance_a2z_usdc_1m,a2z,usdc,28626.1613285
Binance,spot,binance_ssv_usdc_1m,ssv,usdc,53503.00811350001
Binance,spot,binance_uma_usdc_1m,uma,usdc,68832.64194999999
Binance,spot,binance_dolo_usdt_1m,dolo,usdt,1625429.382445
Binance,spot,binance_dolo_usdc_1m,dolo,usdc,196256.712505
Binance,spot,binance_mito_usdt_1m,mito,usdt,1086817.8159
Binance,spot,binance_mito_usdc_1m,mito,usdc,81439.41038000002
Binance,spot,binance_wlfi_usdt_1m,wlfi,usdt,33079991.666300002
Binance,spot,binance_wlfi_usdc_1m,wlfi,usdc,2183529.84931
Binance,spot,binance_bfusd_usdc_1m,bfusd,usdc,2644492.8989500003
Binance,spot,binance_nmr_usdc_1m,nmr,usdc,134273.94780000002
Binance,spot,binance_qtum_usdc_1m,qtum,usdc,48337.17455
Binance,spot,binance_somi_usdt_1m,somi,usdt,4431537.99405
Binance,spot,binance_somi_usdc_1m,somi,usdc,475306.912775
Binance,spot,binance_wlfi_eur_1m,wlfi,eur,11142.435824999997
Binance,spot,binance_open_usdt_1m,open,usdt,2268803.025275
Binance,spot,binance_open_usdc_1m,open,usdc,311222.61685
Binance,spot,binance_usde_usdc_1m,usde,usdc,30384321.2896
Binance,spot,binance_usde_usdt_1m,usde,usdt,369898492.64840007
Binance,spot,binance_linea_usdt_1m,linea,usdt,12367040.821870001
Binance,spot,binance_linea_usdc_1m,linea,usdc,1235622.9706849998
Binance,spot,binance_holo_usdt_1m,holo,usdt,1245814.9779349999
Binance,spot,binance_holo_usdc_1m,holo,usdc,65417.72129000001
Binance,spot,binance_pump_usdt_1m,pump,usdt,32365773.088594507
Binance,spot,binance_pump_usdc_1m,pump,usdc,3455499.483146
Binance,spot,binance_avnt_usdt_1m,avnt,usdt,5523267.327165
Binance,spot,binance_avnt_usdc_1m,avnt,usdc,949648.3851849999
Binance,spot,binance_zkc_usdt_1m,zkc,usdt,2329139.835525
Binance,spot,binance_zkc_usdc_1m,zkc,usdc,361966.24094
Binance,spot,binance_sky_usdc_1m,sky,usdc,129840.06333999998
Binance,spot,binance_sky_usdt_1m,sky,usdt,1594576.1913649999
Binance,spot,binance_bard_usdt_1m,bard,usdt,2888184.7871000003
Binance,spot,binance_bard_usdc_1m,bard,usdc,315797.0548
Binance,spot,binance_scr_usdt_1m,scr,usdt,1353788.3401
Binance,spot,binance_fdusd_usdc_1m,fdusd,usdc,75889730.09545
Binance,spot,binance_ape_usdc_1m,ape,usdc,278789.97906199994
Binance,spot,binance_1000cat_usdt_1m,1000cat,usdt,1064871.82272
Binance,spot,binance_layer_usdc_1m,layer,usdc,165911.0084285
Binance,spot,binance_syrup_usdt_1m,syrup,usdt,3697054.8904199996
Binance,spot,binance_soph_usdc_1m,soph,usdc,70802.77174499999
Binance,spot,binance_tut_usdt_1m,tut,usdt,8566326.19259
Binance,spot,binance_qnt_usdc_1m,qnt,usdc,409740.1225
Binance,spot,binance_wct_usdc_1m,wct,usdc,156916.734015
Binance,spot,binance_iota_usdt_1m,iota,usdt,2842953.207457
Binance,spot,binance_xrp_usdt_1m,xrp,usdt,366946540.09116006
Binance,spot,binance_rif_usdt_1m,rif,usdt,342912.34225000005
Binance,spot,binance_pond_usdt_1m,pond,usdt,484193.39266625
Binance,spot,binance_zec_usdt_1m,zec,usdt,32890208.888175
Binance,spot,binance_eur_usdt_1m,eur,usdt,23509045.80331
Binance,spot,binance_rez_usdt_1m,rez,usdt,1935550.349908
Binance,spot,binance_banana_usdt_1m,banana,usdt,1767661.656615
Binance,spot,binance_pol_usdc_1m,pol,usdc,1121823.7583450002
Binance,spot,binance_vtho_usdt_1m,vtho,usdt,649598.9233865
Binance,spot,binance_pengu_usdt_1m,pengu,usdt,20088353.224269
Binance,spot,binance_icp_usdt_1m,icp,usdt,9820256.671110002
Binance,spot,binance_c98_usdt_1m,c98,usdt,1846327.33644
Binance,spot,binance_farm_usdt_1m,farm,usdt,267491.44933
Binance,spot,binance_mbl_usdt_1m,mbl,usdt,412480.7422095
Binance,spot,binance_jst_usdt_1m,jst,usdt,2438441.5857385
Binance,spot,binance_amp_usdt_1m,amp,usdt,711734.9411879999
Binance,spot,binance_high_usdt_1m,high,usdt,1511841.0505050002
Binance,spot,binance_nexo_usdt_1m,nexo,usdt,1166447.9166599999
Binance,spot,binance_fida_usdt_1m,fida,usdt,1334807.1913400004
Binance,spot,binance_ldo_usdt_1m,ldo,usdt,15758770.8862625
Binance,spot,binance_0g_usdc_1m,0g,usdc,457264.27713000006
Binance,spot,binance_op_usdc_1m,op,usdc,1736791.0497654998
Binance,spot,binance_ace_usdt_1m,ace,usdt,1234545.94985
Binance,spot,binance_imx_usdc_1m,imx,usdc,349386.99166000006
Binance,spot,binance_twt_usdc_1m,twt,usdc,226020.16505
Binance,spot,binance_hemi_usdt_1m,hemi,usdt,5985951.550285
Binance,spot,binance_hemi_usdc_1m,hemi,usdc,726578.5666300001
Binance,spot,binance_xpl_usdt_1m,xpl,usdt,62310709.32705499
Binance,spot,binance_xpl_usdc_1m,xpl,usdc,5603589.721695
Binance,spot,binance_mira_usdt_1m,mira,usdt,4414741.668744999
Binance,spot,binance_mira_usdc_1m,mira,usdc,161622.56226999997
Binance,spot,binance_qtum_usdt_1m,qtum,usdt,1735341.5482500002
Binance,spot,binance_ltc_usdc_1m,ltc,usdc,14953813.616920002
Binance,spot,binance_ff_usdt_1m,ff,usdt,4386179.869067
Binance,spot,binance_ff_usdc_1m,ff,usdc,167445.067323
Binance,spot,binance_dusk_usdt_1m,dusk,usdt,889319.5555
Binance,spot,binance_mtl_usdt_1m,mtl,usdt,551158.05484
Binance,spot,binance_nkn_usdt_1m,nkn,usdt,354869.59394999995
Binance,spot,binance_aevo_usdc_1m,aevo,usdc,151067.0457065
Binance,spot,binance_me_usdc_1m,me,usdc,13998.818130000001
Binance,spot,binance_snx_usdc_1m,snx,usdc,158110.9394
Binance,spot,binance_sc_usdt_1m,sc,usdt,1096140.394718
Binance,spot,binance_eden_usdt_1m,eden,usdt,2430827.9397649993
Binance,spot,binance_eden_usdc_1m,eden,usdc,98724.673515
Binance,spot,binance_uni_usdt_1m,uni,usdt,34006788.842424996
Binance,spot,binance_strax_usdt_1m,strax,usdt,793902.6304800002
Binance,spot,binance_skl_usdt_1m,skl,usdt,1380815.8430100002
Binance,spot,binance_nom_usdc_1m,nom,usdc,106791.92962
Binance,spot,binance_nom_usdt_1m,nom,usdt,715671.84855
Binance,spot,binance_bar_usdt_1m,bar,usdt,595089.0273199999
Binance,spot,binance_lpt_usdt_1m,lpt,usdt,2421022.219635
Binance,spot,binance_gtc_usdt_1m,gtc,usdt,651798.75775
Binance,spot,binance_pha_usdt_1m,pha,usdt,1074628.4737999998
Binance,spot,binance_mln_usdt_1m,mln,usdt,743186.282625
Binance,spot,binance_qnt_usdt_1m,qnt,usdt,1807463.1532249998
Binance,spot,binance_req_usdt_1m,req,usdt,368801.55405
Binance,spot,binance_ygg_usdt_1m,ygg,usdt,3516361.011745
Binance,spot,binance_glmr_usdt_1m,glmr,usdt,1000638.67121
Binance,spot,binance_t_usdt_1m,t,usdt,1045689.2530205
Binance,spot,binance_phb_usdt_1m,phb,usdt,1388681.5388
Binance,spot,binance_mav_usdt_1m,mav,usdt,1293346.0215699999
Binance,spot,binance_manta_usdc_1m,manta,usdc,233154.327425
Binance,spot,binance_pyth_usdt_1m,pyth,usdt,4378251.459025
Binance,spot,binance_fil_usdc_1m,fil,usdc,2372452.74015
Binance,spot,binance_eur_usdc_1m,eur,usdc,12608316.118129998
Binance,spot,binance_zk_usdt_1m,zk,usdt,4322681.401833001
Binance,spot,binance_dogs_usdc_1m,dogs,usdc,171408.20009544995
Binance,spot,binance_cati_usdt_1m,cati,usdt,771718.8464450001
Binance,spot,binance_kaia_usdt_1m,kaia,usdt,2550336.0463
Binance,spot,binance_bnb_usdc_1m,bnb,usdc,80059618.34384
Binance,futures,binance_mubarak_usdt:usdt_1m,mubarak,usdt,5796668.928900001
Binance,futures,binance_form_usdt:usdt_1m,form,usdt,50700954.066020004
Binance,futures,binance_tut_usdt:usdt_1m,tut,usdt,21523171.032555
Binance,futures,binance_broccoli714_usdt:usdt_1m,broccoli714,usdt,7730238.545899999
Binance,futures,binance_broccolif3b_usdt:usdt_1m,broccolif3b,usdt,3318143.4978555
Binance,futures,binance_siren_usdt:usdt_1m,siren,usdt,1012495.0160000001
Binance,futures,binance_br_usdt:usdt_1m,br,usdt,741693.9355199999
Binance,futures,binance_plume_usdt:usdt_1m,plume,usdt,12009282.797789998
Binance,futures,binance_nil_usdt:usdt_1m,nil,usdt,3720636.5735
Binance,futures,binance_parti_usdt:usdt_1m,parti,usdt,3381264.7819
Binance,futures,binance_jellyjelly_usdt:usdt_1m,jellyjelly,usdt,12526281.581175001
Binance,futures,binance_mln_usdt:usdt_1m,mln,usdt,3525897.956295
Binance,futures,binance_gun_usdt:usdt_1m,gun,usdt,2438116.172685
Binance,futures,binance_baby_usdt:usdt_1m,baby,usdt,5395078.823594999
Binance,futures,binance_forth_usdt:usdt_1m,forth,usdt,1271356.51705
Binance,futures,binance_prompt_usdt:usdt_1m,prompt,usdt,4632274.93835
Binance,futures,binance_xcn_usdt:usdt_1m,xcn,usdt,2583377.4732950004
Binance,futures,binance_pump_usdt:usdt_1m,pump,usdt,151955680.5802165
Binance,futures,binance_fhe_usdt:usdt_1m,fhe,usdt,2038511.44617
Binance,futures,binance_wct_usdt:usdt_1m,wct,usdt,5563874.2151999995
Binance,futures,binance_init_usdt:usdt_1m,init,usdt,5541075.62905
Binance,futures,binance_bank_usdt:usdt_1m,bank,usdt,9594780.554905
Binance,futures,binance_ept_usdt:usdt_1m,ept,usdt,3047697.6225305
Binance,futures,binance_deep_usdt:usdt_1m,deep,usdt,4384280.5276500005
Binance,futures,binance_memefi_usdt:usdt_1m,memefi,usdt,0.0
Binance,futures,binance_fis_usdt:usdt_1m,fis,usdt,1930582.5792749997
Binance,futures,binance_jst_usdt:usdt_1m,jst,usdt,3516307.4251345
Binance,futures,binance_sign_usdt:usdt_1m,sign,usdt,6943386.510079999
Binance,futures,binance_pundix_usdt:usdt_1m,pundix,usdt,1268361.4668500002
Binance,futures,binance_aiot_usdt:usdt_1m,aiot,usdt,2144403.46019
Binance,futures,binance_dolo_usdt:usdt_1m,dolo,usdt,5643760.947625
Binance,futures,binance_haedal_usdt:usdt_1m,haedal,usdt,3421805.2289869995
Binance,futures,binance_sxt_usdt:usdt_1m,sxt,usdt,4029322.5765899997
